name,year,award,movie,win
Hal Holbrook,2007,ACTOR IN A SUPPORTING ROLE,Into the Wild,False
Tom Wilkinson,2007,ACTOR IN A SUPPORTING ROLE,Michael Clayton,False
Cate Blanchett,2007,ACTRESS IN A LEADING ROLE,Elizabeth: The Golden Age,False
Julie Christie,2007,ACTRESS IN A LEADING ROLE,Away from Her,False
Marion Cotillard,2007,ACTRESS IN A LEADING ROLE,La Vie en Rose,True
Laura Linney,2007,ACTRESS IN A LEADING ROLE,The Savages,False
Ellen Page,2007,ACTRESS IN A LEADING ROLE,Juno,False
Cate Blanchett,2007,ACTRESS IN A SUPPORTING ROLE,I'm Not There,False
Ruby Dee,2007,ACTRESS IN A SUPPORTING ROLE,American Gangster,False
Saoirse Ronan,2007,ACTRESS IN A SUPPORTING ROLE,Atonement,False
Amy Ryan,2007,ACTRESS IN A SUPPORTING ROLE,Gone Baby Gone,False
Tilda Swinton,2007,ACTRESS IN A SUPPORTING ROLE,Michael Clayton,True
Richard Jenkins,2008,ACTOR IN A LEADING ROLE,The Visitor,False
Frank Langella,2008,ACTOR IN A LEADING ROLE,Frost/Nixon,False
Sean Penn,2008,ACTOR IN A LEADING ROLE,Milk,True
Brad Pitt,2008,ACTOR IN A LEADING ROLE,The Curious Case of Benjamin Button,False
Mickey Rourke,2008,ACTOR IN A LEADING ROLE,The Wrestler,False
Josh Brolin,2008,ACTOR IN A SUPPORTING ROLE,Milk,False
Robert Downey Jr.,2008,ACTOR IN A SUPPORTING ROLE,Tropic Thunder,False
Philip Seymour Hoffman,2008,ACTOR IN A SUPPORTING ROLE,Doubt,False
Heath Ledger,2008,ACTOR IN A SUPPORTING ROLE,The Dark Knight,True
Michael Shannon,2008,ACTOR IN A SUPPORTING ROLE,Revolutionary Road,False
Anne Hathaway,2008,ACTRESS IN A LEADING ROLE,Rachel Getting Married,False
Angelina Jolie,2008,ACTRESS IN A LEADING ROLE,Changeling,False
Melissa Leo,2008,ACTRESS IN A LEADING ROLE,Frozen River,False
Meryl Streep,2008,ACTRESS IN A LEADING ROLE,Doubt,False
Kate Winslet,2008,ACTRESS IN A LEADING ROLE,The Reader,True
Amy Adams,2008,ACTRESS IN A SUPPORTING ROLE,Doubt,False
Penélope Cruz,2008,ACTRESS IN A SUPPORTING ROLE,Vicky Cristina Barcelona,True
Viola Davis,2008,ACTRESS IN A SUPPORTING ROLE,Doubt,False
Taraji P. Henson,2008,ACTRESS IN A SUPPORTING ROLE,The Curious Case of Benjamin Button,False
Marisa Tomei,2008,ACTRESS IN A SUPPORTING ROLE,The Wrestler,False
Jeff Bridges,2009,ACTOR IN A LEADING ROLE,Crazy Heart,True
George Clooney,2009,ACTOR IN A LEADING ROLE,Up in the Air,False
Colin Firth,2009,ACTOR IN A LEADING ROLE,A Single Man,False
Morgan Freeman,2009,ACTOR IN A LEADING ROLE,Invictus,False
Jeremy Renner,2009,ACTOR IN A LEADING ROLE,The Hurt Locker,False
Matt Damon,2009,ACTOR IN A SUPPORTING ROLE,Invictus,False
Woody Harrelson,2009,ACTOR IN A SUPPORTING ROLE,The Messenger,False
Christopher Plummer,2009,ACTOR IN A SUPPORTING ROLE,The Last Station,False
Stanley Tucci,2009,ACTOR IN A SUPPORTING ROLE,The Lovely Bones,False
Christoph Waltz,2009,ACTOR IN A SUPPORTING ROLE,Inglourious Basterds,True
Sandra Bullock,2009,ACTRESS IN A LEADING ROLE,The Blind Side,True
Helen Mirren,2009,ACTRESS IN A LEADING ROLE,The Last Station,False
Carey Mulligan,2009,ACTRESS IN A LEADING ROLE,An Education,False
Gabourey Sidibe,2009,ACTRESS IN A LEADING ROLE,Precious: Based on the Novel 'Push' by Sapphire,False
Meryl Streep,2009,ACTRESS IN A LEADING ROLE,Julie & Julia,False
Penélope Cruz,2009,ACTRESS IN A SUPPORTING ROLE,Nine,False
Vera Farmiga,2009,ACTRESS IN A SUPPORTING ROLE,Up in the Air,False
Maggie Gyllenhaal,2009,ACTRESS IN A SUPPORTING ROLE,Crazy Heart,False
Anna Kendrick,2009,ACTRESS IN A SUPPORTING ROLE,Up in the Air,False
Mo'Nique,2009,ACTRESS IN A SUPPORTING ROLE,Precious: Based on the Novel 'Push' by Sapphire,True
Javier Bardem,2010,ACTOR IN A LEADING ROLE,Biutiful,False
Jeff Bridges,2010,ACTOR IN A LEADING ROLE,True Grit,False
Jesse Eisenberg,2010,ACTOR IN A LEADING ROLE,The Social Network,False
Colin Firth,2010,ACTOR IN A LEADING ROLE,The King's Speech,True
James Franco,2010,ACTOR IN A LEADING ROLE,127 Hours,False
Christian Bale,2010,ACTOR IN A SUPPORTING ROLE,The Fighter,True
John Hawkes,2010,ACTOR IN A SUPPORTING ROLE,Winter's Bone,False
Jeremy Renner,2010,ACTOR IN A SUPPORTING ROLE,The Town,False
Mark Ruffalo,2010,ACTOR IN A SUPPORTING ROLE,The Kids Are All Right,False
Geoffrey Rush,2010,ACTOR IN A SUPPORTING ROLE,The King's Speech,False
Annette Bening,2010,ACTRESS IN A LEADING ROLE,The Kids Are All Right,False
Nicole Kidman,2010,ACTRESS IN A LEADING ROLE,Rabbit Hole,False
Jennifer Lawrence,2010,ACTRESS IN A LEADING ROLE,Winter's Bone,False
Natalie Portman,2010,ACTRESS IN A LEADING ROLE,Black Swan,True
Michelle Williams,2010,ACTRESS IN A LEADING ROLE,Blue Valentine,False
Amy Adams,2010,ACTRESS IN A SUPPORTING ROLE,The Fighter,False
Helena Bonham Carter,2010,ACTRESS IN A SUPPORTING ROLE,The King's Speech,False
Melissa Leo,2010,ACTRESS IN A SUPPORTING ROLE,The Fighter,True
Hailee Steinfeld,2010,ACTRESS IN A SUPPORTING ROLE,True Grit,False
Jacki Weaver,2010,ACTRESS IN A SUPPORTING ROLE,Animal Kingdom,False
Demián Bichir,2011,ACTOR IN A LEADING ROLE,A Better Life,False
George Clooney,2011,ACTOR IN A LEADING ROLE,The Descendants,False
Jean Dujardin,2011,ACTOR IN A LEADING ROLE,The Artist,True
Gary Oldman,2011,ACTOR IN A LEADING ROLE,Tinker Tailor Soldier Spy,False
Brad Pitt,2011,ACTOR IN A LEADING ROLE,Moneyball,False
Kenneth Branagh,2011,ACTOR IN A SUPPORTING ROLE,My Week with Marilyn,False
Jonah Hill,2011,ACTOR IN A SUPPORTING ROLE,Moneyball,False
Nick Nolte,2011,ACTOR IN A SUPPORTING ROLE,Warrior,False
Christopher Plummer,2011,ACTOR IN A SUPPORTING ROLE,Beginners,True
Max von Sydow,2011,ACTOR IN A SUPPORTING ROLE,Extremely Loud & Incredibly Close,False
Glenn Close,2011,ACTRESS IN A LEADING ROLE,Albert Nobbs,False
Viola Davis,2011,ACTRESS IN A LEADING ROLE,The Help,False
Rooney Mara,2011,ACTRESS IN A LEADING ROLE,The Girl with the Dragon Tattoo,False
Meryl Streep,2011,ACTRESS IN A LEADING ROLE,The Iron Lady,True
Michelle Williams,2011,ACTRESS IN A LEADING ROLE,My Week with Marilyn,False
Bérénice Bejo,2011,ACTRESS IN A SUPPORTING ROLE,The Artist,False
Jessica Chastain,2011,ACTRESS IN A SUPPORTING ROLE,The Help,False
Melissa McCarthy,2011,ACTRESS IN A SUPPORTING ROLE,Bridesmaids,False
Janet McTeer,2011,ACTRESS IN A SUPPORTING ROLE,Albert Nobbs,False
Octavia Spencer,2011,ACTRESS IN A SUPPORTING ROLE,The Help,True
Bradley Cooper,2012,ACTOR IN A LEADING ROLE,Silver Linings Playbook,False
Daniel Day-Lewis,2012,ACTOR IN A LEADING ROLE,Lincoln,True
Hugh Jackman,2012,ACTOR IN A LEADING ROLE,Les Misérables,False
Joaquin Phoenix,2012,ACTOR IN A LEADING ROLE,The Master,False
Denzel Washington,2012,ACTOR IN A LEADING ROLE,Flight,False
Alan Arkin,2012,ACTOR IN A SUPPORTING ROLE,Argo,False
Robert De Niro,2012,ACTOR IN A SUPPORTING ROLE,Silver Linings Playbook,False
Philip Seymour Hoffman,2012,ACTOR IN A SUPPORTING ROLE,The Master,False
Tommy Lee Jones,2012,ACTOR IN A SUPPORTING ROLE,Lincoln,False
Christoph Waltz,2012,ACTOR IN A SUPPORTING ROLE,Django Unchained,True
Jessica Chastain,2012,ACTRESS IN A LEADING ROLE,Zero Dark Thirty,False
Jennifer Lawrence,2012,ACTRESS IN A LEADING ROLE,Silver Linings Playbook,True
Emmanuelle Riva,2012,ACTRESS IN A LEADING ROLE,Amour,False
Quvenzhané Wallis,2012,ACTRESS IN A LEADING ROLE,Beasts of the Southern Wild,False
Naomi Watts,2012,ACTRESS IN A LEADING ROLE,The Impossible,False
Amy Adams,2012,ACTRESS IN A SUPPORTING ROLE,The Master,False
Sally Field,2012,ACTRESS IN A SUPPORTING ROLE,Lincoln,False
Anne Hathaway,2012,ACTRESS IN A SUPPORTING ROLE,Les Misérables,True
Helen Hunt,2012,ACTRESS IN A SUPPORTING ROLE,The Sessions,False
Jacki Weaver,2012,ACTRESS IN A SUPPORTING ROLE,Silver Linings Playbook,False
Christian Bale,2013,ACTOR IN A LEADING ROLE,American Hustle,False
Bruce Dern,2013,ACTOR IN A LEADING ROLE,Nebraska,False
Leonardo DiCaprio,2013,ACTOR IN A LEADING ROLE,The Wolf of Wall Street,False
Chiwetel Ejiofor,2013,ACTOR IN A LEADING ROLE,12 Years a Slave,False
Matthew McConaughey,2013,ACTOR IN A LEADING ROLE,Dallas Buyers Club,True
Barkhad Abdi,2013,ACTOR IN A SUPPORTING ROLE,Captain Phillips,False
Bradley Cooper,2013,ACTOR IN A SUPPORTING ROLE,American Hustle,False
Michael Fassbender,2013,ACTOR IN A SUPPORTING ROLE,12 Years a Slave,False
Jonah Hill,2013,ACTOR IN A SUPPORTING ROLE,The Wolf of Wall Street,False
Jared Leto,2013,ACTOR IN A SUPPORTING ROLE,Dallas Buyers Club,True
Amy Adams,2013,ACTRESS IN A LEADING ROLE,American Hustle,False
Cate Blanchett,2013,ACTRESS IN A LEADING ROLE,Blue Jasmine,True
Sandra Bullock,2013,ACTRESS IN A LEADING ROLE,Gravity,False
Judi Dench,2013,ACTRESS IN A LEADING ROLE,Philomena,False
Meryl Streep,2013,ACTRESS IN A LEADING ROLE,August: Osage County,False
Sally Hawkins,2013,ACTRESS IN A SUPPORTING ROLE,Blue Jasmine,False
Jennifer Lawrence,2013,ACTRESS IN A SUPPORTING ROLE,American Hustle,False
Lupita Nyong'o,2013,ACTRESS IN A SUPPORTING ROLE,12 Years a Slave,True
Julia Roberts,2013,ACTRESS IN A SUPPORTING ROLE,August: Osage County,False
June Squibb,2013,ACTRESS IN A SUPPORTING ROLE,Nebraska,False
Steve Carell,2014,ACTOR IN A LEADING ROLE,Foxcatcher,False
Bradley Cooper,2014,ACTOR IN A LEADING ROLE,American Sniper,False
Benedict Cumberbatch,2014,ACTOR IN A LEADING ROLE,The Imitation Game,False
Michael Keaton,2014,ACTOR IN A LEADING ROLE,Birdman or (The Unexpected Virtue of Ignorance),False
Eddie Redmayne,2014,ACTOR IN A LEADING ROLE,The Theory of Everything,True
Robert Duvall,2014,ACTOR IN A SUPPORTING ROLE,The Judge,False
Ethan Hawke,2014,ACTOR IN A SUPPORTING ROLE,Boyhood,False
Edward Norton,2014,ACTOR IN A SUPPORTING ROLE,Birdman or (The Unexpected Virtue of Ignorance),False
Mark Ruffalo,2014,ACTOR IN A SUPPORTING ROLE,Foxcatcher,False
J.K. Simmons,2014,ACTOR IN A SUPPORTING ROLE,Whiplash,True
Marion Cotillard,2014,ACTRESS IN A LEADING ROLE,"Two Days, One Night",False
Felicity Jones,2014,ACTRESS IN A LEADING ROLE,The Theory of Everything,False
Julianne Moore,2014,ACTRESS IN A LEADING ROLE,Still Alice,True
Rosamund Pike,2014,ACTRESS IN A LEADING ROLE,Gone Girl,False
Reese Witherspoon,2014,ACTRESS IN A LEADING ROLE,Wild,False
Patricia Arquette,2014,ACTRESS IN A SUPPORTING ROLE,Boyhood,True
Laura Dern,2014,ACTRESS IN A SUPPORTING ROLE,Wild,False
Keira Knightley,2014,ACTRESS IN A SUPPORTING ROLE,The Imitation Game,False
Emma Stone,2014,ACTRESS IN A SUPPORTING ROLE,Birdman or (The Unexpected Virtue of Ignorance),False
Meryl Streep,2014,ACTRESS IN A SUPPORTING ROLE,Into the Woods,False
Bryan Cranston,2015,ACTOR IN A LEADING ROLE,Trumbo,False
Matt Damon,2015,ACTOR IN A LEADING ROLE,The Martian,False
Leonardo DiCaprio,2015,ACTOR IN A LEADING ROLE,The Revenant,True
Michael Fassbender,2015,ACTOR IN A LEADING ROLE,Steve Jobs,False
Eddie Redmayne,2015,ACTOR IN A LEADING ROLE,The Danish Girl,False
Christian Bale,2015,ACTOR IN A SUPPORTING ROLE,The Big Short,False
Tom Hardy,2015,ACTOR IN A SUPPORTING ROLE,The Revenant,False
Mark Ruffalo,2015,ACTOR IN A SUPPORTING ROLE,Spotlight,False
Mark Rylance,2015,ACTOR IN A SUPPORTING ROLE,Bridge of Spies,True
Sylvester Stallone,2015,ACTOR IN A SUPPORTING ROLE,Creed,False
Cate Blanchett,2015,ACTRESS IN A LEADING ROLE,Carol,False
Brie Larson,2015,ACTRESS IN A LEADING ROLE,Room,True
Jennifer Lawrence,2015,ACTRESS IN A LEADING ROLE,Joy,False
Charlotte Rampling,2015,ACTRESS IN A LEADING ROLE,45 Years,False
Saoirse Ronan,2015,ACTRESS IN A LEADING ROLE,Brooklyn,False
Jennifer Jason Leigh,2015,ACTRESS IN A SUPPORTING ROLE,The Hateful Eight,False
Rooney Mara,2015,ACTRESS IN A SUPPORTING ROLE,Carol,False
Rachel McAdams,2015,ACTRESS IN A SUPPORTING ROLE,Spotlight,False
Alicia Vikander,2015,ACTRESS IN A SUPPORTING ROLE,The Danish Girl,True
Kate Winslet,2015,ACTRESS IN A SUPPORTING ROLE,Steve Jobs,False
Casey Affleck,2016,ACTOR IN A LEADING ROLE,Manchester by the Sea,True
Andrew Garfield,2016,ACTOR IN A LEADING ROLE,Hacksaw Ridge,False
Ryan Gosling,2016,ACTOR IN A LEADING ROLE,La La Land,False
Viggo Mortensen,2016,ACTOR IN A LEADING ROLE,Captain Fantastic,False
Denzel Washington,2016,ACTOR IN A LEADING ROLE,Fences,False
Mahershala Ali,2016,ACTOR IN A SUPPORTING ROLE,Moonlight,True
Jeff Bridges,2016,ACTOR IN A SUPPORTING ROLE,Hell or High Water,False
Lucas Hedges,2016,ACTOR IN A SUPPORTING ROLE,Manchester by the Sea,False
Dev Patel,2016,ACTOR IN A SUPPORTING ROLE,Lion,False
Michael Shannon,2016,ACTOR IN A SUPPORTING ROLE,Nocturnal Animals,False
Isabelle Huppert,2016,ACTRESS IN A LEADING ROLE,Elle,False
Ruth Negga,2016,ACTRESS IN A LEADING ROLE,Loving,False
Natalie Portman,2016,ACTRESS IN A LEADING ROLE,Jackie,False
Emma Stone,2016,ACTRESS IN A LEADING ROLE,La La Land,True
Meryl Streep,2016,ACTRESS IN A LEADING ROLE,Florence Foster Jenkins,False
Viola Davis,2016,ACTRESS IN A SUPPORTING ROLE,Fences,True
Naomie Harris,2016,ACTRESS IN A SUPPORTING ROLE,Moonlight,False
Nicole Kidman,2016,ACTRESS IN A SUPPORTING ROLE,Lion,False
Octavia Spencer,2016,ACTRESS IN A SUPPORTING ROLE,Hidden Figures,False
Michelle Williams,2016,ACTRESS IN A SUPPORTING ROLE,Manchester by the Sea,False
Timothée Chalamet,2017,ACTOR IN A LEADING ROLE,Call Me by Your Name,False
Daniel Day-Lewis,2017,ACTOR IN A LEADING ROLE,Phantom Thread,False
Daniel Kaluuya,2017,ACTOR IN A LEADING ROLE,Get Out,False
Gary Oldman,2017,ACTOR IN A LEADING ROLE,Darkest Hour,True
Denzel Washington,2017,ACTOR IN A LEADING ROLE,"Roman J. Israel, Esq.",False
Willem Dafoe,2017,ACTOR IN A SUPPORTING ROLE,The Florida Project,False
Woody Harrelson,2017,ACTOR IN A SUPPORTING ROLE,"Three Billboards outside Ebbing, Missouri",False
Richard Jenkins,2017,ACTOR IN A SUPPORTING ROLE,The Shape of Water,False
Christopher Plummer,2017,ACTOR IN A SUPPORTING ROLE,All the Money in the World,False
Sam Rockwell,2017,ACTOR IN A SUPPORTING ROLE,"Three Billboards outside Ebbing, Missouri",True
Sally Hawkins,2017,ACTRESS IN A LEADING ROLE,The Shape of Water,False
Frances McDormand,2017,ACTRESS IN A LEADING ROLE,"Three Billboards outside Ebbing, Missouri",True
Margot Robbie,2017,ACTRESS IN A LEADING ROLE,"I, Tonya",False
Saoirse Ronan,2017,ACTRESS IN A LEADING ROLE,Lady Bird,False
Meryl Streep,2017,ACTRESS IN A LEADING ROLE,The Post,False
Mary J. Blige,2017,ACTRESS IN A SUPPORTING ROLE,Mudbound,False
Allison Janney,2017,ACTRESS IN A SUPPORTING ROLE,"I, Tonya",True
Lesley Manville,2017,ACTRESS IN A SUPPORTING ROLE,Phantom Thread,False
Laurie Metcalf,2017,ACTRESS IN A SUPPORTING ROLE,Lady Bird,False
Octavia Spencer,2017,ACTRESS IN A SUPPORTING ROLE,The Shape of Water,False
Christian Bale,2018,ACTOR IN A LEADING ROLE,Vice,False
Bradley Cooper,2018,ACTOR IN A LEADING ROLE,A Star Is Born,False
Willem Dafoe,2018,ACTOR IN A LEADING ROLE,At Eternity's Gate,False
Rami Malek,2018,ACTOR IN A LEADING ROLE,Bohemian Rhapsody,True
Viggo Mortensen,2018,ACTOR IN A LEADING ROLE,Green Book,False
Mahershala Ali,2018,ACTOR IN A SUPPORTING ROLE,Green Book,True
Adam Driver,2018,ACTOR IN A SUPPORTING ROLE,BlacKkKlansman,False
Sam Elliott,2018,ACTOR IN A SUPPORTING ROLE,A Star Is Born,False
Richard E. Grant,2018,ACTOR IN A SUPPORTING ROLE,Can You Ever Forgive Me?,False
Sam Rockwell,2018,ACTOR IN A SUPPORTING ROLE,Vice,False
Yalitza Aparicio,2018,ACTRESS IN A LEADING ROLE,Roma,False
Glenn Close,2018,ACTRESS IN A LEADING ROLE,The Wife,False
Olivia Colman,2018,ACTRESS IN A LEADING ROLE,The Favourite,True
Lady Gaga,2018,ACTRESS IN A LEADING ROLE,A Star Is Born,False
Melissa McCarthy,2018,ACTRESS IN A LEADING ROLE,Can You Ever Forgive Me?,False
Amy Adams,2018,ACTRESS IN A SUPPORTING ROLE,Vice,False
Marina de Tavira,2018,ACTRESS IN A SUPPORTING ROLE,Roma,False
Regina King,2018,ACTRESS IN A SUPPORTING ROLE,If Beale Street Could Talk,True
Emma Stone,2018,ACTRESS IN A SUPPORTING ROLE,The Favourite,False
Rachel Weisz,2018,ACTRESS IN A SUPPORTING ROLE,The Favourite,False
Antonio Banderas,2019,ACTOR IN A LEADING ROLE,Pain and Glory,False
Leonardo DiCaprio,2019,ACTOR IN A LEADING ROLE,Once upon a Time...in Hollywood,False
Adam Driver,2019,ACTOR IN A LEADING ROLE,Marriage Story,False
Joaquin Phoenix,2019,ACTOR IN A LEADING ROLE,Joker,True
Jonathan Pryce,2019,ACTOR IN A LEADING ROLE,The Two Popes,False
Tom Hanks,2019,ACTOR IN A SUPPORTING ROLE,A Beautiful Day in the Neighborhood,False
Anthony Hopkins,2019,ACTOR IN A SUPPORTING ROLE,The Two Popes,False
Al Pacino,2019,ACTOR IN A SUPPORTING ROLE,The Irishman,False
Joe Pesci,2019,ACTOR IN A SUPPORTING ROLE,The Irishman,False
Brad Pitt,2019,ACTOR IN A SUPPORTING ROLE,Once upon a Time...in Hollywood,True
Cynthia Erivo,2019,ACTRESS IN A LEADING ROLE,Harriet,False
Scarlett Johansson,2019,ACTRESS IN A LEADING ROLE,Marriage Story,False
Saoirse Ronan,2019,ACTRESS IN A LEADING ROLE,Little Women,False
Charlize Theron,2019,ACTRESS IN A LEADING ROLE,Bombshell,False
Renée Zellweger,2019,ACTRESS IN A LEADING ROLE,Judy,True
Kathy Bates,2019,ACTRESS IN A SUPPORTING ROLE,Richard Jewell,False
Laura Dern,2019,ACTRESS IN A SUPPORTING ROLE,Marriage Story,True
Scarlett Johansson,2019,ACTRESS IN A SUPPORTING ROLE,Jojo Rabbit,False
Florence Pugh,2019,ACTRESS IN A SUPPORTING ROLE,Little Women,False
Margot Robbie,2019,ACTRESS IN A SUPPORTING ROLE,Bombshell,False
